trade_id,symbol,entry_time,entry_price,exit_time,exit_price,pnl,exit_reason,strategy_id,ai_confidence_score
N/A,TCS,2025-09-01 14:29:55.915479,500.0,2025-09-01 14:29:55.920975,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:29:55.923191,500.0,2025-09-01 14:29:55.923191,475.4124192696653,2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:29:57.607498,500.0,2025-09-01 14:29:57.608528,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:29:57.627748,100.0,2025-09-01 14:29:57.629253,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:29:57.886968,100.0,2025-09-01 14:29:57.887997,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:29:57.891113,100.0,2025-09-01 14:29:57.891113,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:29:57.969433,100.0,2025-09-01 14:29:57.970463,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:29:57.990423,100.0,2025-09-01 14:29:57.990423,105.0,50.0,trend_flip,trend_flip,0
N/A,RELIANCE,2025-09-01 14:33:46.270522,1000.0,2025-09-01 14:33:46.272773,1000.0,0.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:33:46.270522,1000.0,2025-09-01 14:33:46.274768,1010.0,1000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:33:46.270522,1000.0,2025-09-01 14:33:46.275765,1020.0,2000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:33:46.270522,1000.0,2025-09-01 14:33:46.275765,1030.0,3000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:33:46.270522,1000.0,2025-09-01 14:33:46.276833,1040.0,4000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:33:46.270522,1000.0,2025-09-01 14:33:46.277830,1050.0,5000.0,target_profit,hard_target,0
N/A,TCS,2025-09-01 14:33:46.421882,500.0,2025-09-01 14:33:46.422913,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:33:46.422913,500.0,2025-09-01 14:33:46.422913,475.4124192696653,2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:33:48.137265,500.0,2025-09-01 14:33:48.139372,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:33:48.165594,100.0,2025-09-01 14:33:48.166630,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:33:48.353601,100.0,2025-09-01 14:33:48.353601,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:33:48.406906,100.0,2025-09-01 14:33:48.407938,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:33:48.411185,100.0,2025-09-01 14:33:48.412216,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:33:48.486923,100.0,2025-09-01 14:33:48.486923,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:33:48.504764,100.0,2025-09-01 14:33:48.505795,105.0,50.0,trend_flip,trend_flip,0
N/A,RELIANCE,2025-09-01 14:37:36.273365,1000.0,2025-09-01 14:37:36.277846,1000.0,0.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:37:36.273365,1000.0,2025-09-01 14:37:36.281899,1010.0,1000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:37:36.273365,1000.0,2025-09-01 14:37:36.284060,1020.0,2000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:37:36.273365,1000.0,2025-09-01 14:37:36.286145,1030.0,3000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:37:36.273365,1000.0,2025-09-01 14:37:36.287190,1040.0,4000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:37:36.273365,1000.0,2025-09-01 14:37:36.288229,1050.0,5000.0,target_profit,hard_target,0
N/A,TCS,2025-09-01 14:37:36.432518,500.0,2025-09-01 14:37:36.435680,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:37:36.436692,500.0,2025-09-01 14:37:36.436692,475.4124192696653,2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:37:38.116063,500.0,2025-09-01 14:37:38.118170,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:37:38.143381,100.0,2025-09-01 14:37:38.143381,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:37:38.332671,100.0,2025-09-01 14:37:38.332671,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:37:38.385426,100.0,2025-09-01 14:37:38.385426,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:37:38.389813,100.0,2025-09-01 14:37:38.389813,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:37:38.403744,100.0,2025-09-01 14:37:38.403744,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:37:38.421593,100.0,2025-09-01 14:37:38.422624,105.0,50.0,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:40:46.596460,100.0,2025-09-01 14:40:46.597491,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:40:46.688070,100.0,2025-09-01 14:40:46.689374,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:40:46.742763,100.0,2025-09-01 14:40:46.743794,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:40:46.747181,100.0,2025-09-01 14:40:46.747181,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:40:46.761759,100.0,2025-09-01 14:40:46.761759,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:40:46.778714,100.0,2025-09-01 14:40:46.779711,105.0,50.0,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:41:45.596331,100.0,2025-09-01 14:41:45.597362,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:41:45.687127,100.0,2025-09-01 14:41:45.687127,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:41:45.740624,100.0,2025-09-01 14:41:45.740624,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:41:45.745132,100.0,2025-09-01 14:41:45.746165,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:41:45.759598,100.0,2025-09-01 14:41:45.759598,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:41:45.776820,100.0,2025-09-01 14:41:45.777850,105.0,50.0,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:42:59.137466,100.0,2025-09-01 14:42:59.138496,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:42:59.229289,100.0,2025-09-01 14:42:59.229289,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:42:59.283563,100.0,2025-09-01 14:42:59.283563,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:42:59.287633,100.0,2025-09-01 14:42:59.288664,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:42:59.301695,100.0,2025-09-01 14:42:59.301695,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:42:59.319841,100.0,2025-09-01 14:42:59.320882,105.0,50.0,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:44:16.931970,100.0,2025-09-01 14:44:16.933002,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:44:17.023548,100.0,2025-09-01 14:44:17.024578,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:44:17.078655,100.0,2025-09-01 14:44:17.078655,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:44:17.082782,100.0,2025-09-01 14:44:17.082782,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:44:17.097288,100.0,2025-09-01 14:44:17.097288,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:44:17.114401,100.0,2025-09-01 14:44:17.115432,105.0,50.0,trend_flip,trend_flip,0
N/A,RELIANCE,2025-09-01 14:46:06.844158,1000.0,2025-09-01 14:46:06.846219,1000.0,0.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:46:06.844158,1000.0,2025-09-01 14:46:06.847682,1010.0,1000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:46:06.844158,1000.0,2025-09-01 14:46:06.848749,1020.0,2000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:46:06.844158,1000.0,2025-09-01 14:46:06.848749,1030.0,3000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:46:06.844158,1000.0,2025-09-01 14:46:06.850178,1040.0,4000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:46:06.844158,1000.0,2025-09-01 14:46:06.851293,1050.0,5000.0,target_profit,hard_target,0
N/A,TCS,2025-09-01 14:46:07.008229,500.0,2025-09-01 14:46:07.009259,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:46:07.009259,500.0,2025-09-01 14:46:07.009259,475.4124192696653,2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:46:08.583405,500.0,2025-09-01 14:46:08.584438,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:46:08.600370,100.0,2025-09-01 14:46:08.601402,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:46:08.665887,100.0,2025-09-01 14:46:08.666918,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:46:08.720549,100.0,2025-09-01 14:46:08.721930,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:46:08.725509,100.0,2025-09-01 14:46:08.725509,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:46:08.739465,100.0,2025-09-01 14:46:08.739465,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:46:08.757347,100.0,2025-09-01 14:46:08.758415,105.0,50.0,trend_flip,trend_flip,0
N/A,RELIANCE,2025-09-01 14:47:37.851782,1000.0,2025-09-01 14:47:37.855029,1000.0,0.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:47:37.851782,1000.0,2025-09-01 14:47:37.858116,1010.0,1000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:47:37.851782,1000.0,2025-09-01 14:47:37.860187,1020.0,2000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:47:37.851782,1000.0,2025-09-01 14:47:37.861194,1030.0,3000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:47:37.851782,1000.0,2025-09-01 14:47:37.863323,1040.0,4000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:47:37.851782,1000.0,2025-09-01 14:47:37.864358,1050.0,5000.0,target_profit,hard_target,0
N/A,TCS,2025-09-01 14:47:38.013585,500.0,2025-09-01 14:47:38.015692,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:47:38.016742,500.0,2025-09-01 14:47:38.016742,475.4124192696653,2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:47:39.695339,500.0,2025-09-01 14:47:39.697460,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:47:39.721508,100.0,2025-09-01 14:47:39.722540,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:47:39.789724,100.0,2025-09-01 14:47:39.790755,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:47:39.845836,100.0,2025-09-01 14:47:39.845836,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:47:39.850048,100.0,2025-09-01 14:47:39.851078,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:47:39.864750,100.0,2025-09-01 14:47:39.864750,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:47:39.882703,100.0,2025-09-01 14:47:39.883700,105.0,50.0,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:49:12.781226,500.0,2025-09-01 14:49:12.784386,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:49:12.810711,100.0,2025-09-01 14:49:12.811741,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:49:12.878123,100.0,2025-09-01 14:49:12.878123,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:49:12.931825,100.0,2025-09-01 14:49:12.932855,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:49:12.936181,100.0,2025-09-01 14:49:12.937212,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:49:12.951061,100.0,2025-09-01 14:49:12.951061,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:49:12.968759,100.0,2025-09-01 14:49:12.969772,105.0,50.0,trend_flip,trend_flip,0
N/A,RELIANCE,2025-09-01 14:50:21.360608,1000.0,2025-09-01 14:50:21.361605,1000.0,0.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:50:21.360608,1000.0,2025-09-01 14:50:21.363600,1010.0,1000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:50:21.360608,1000.0,2025-09-01 14:50:21.364597,1020.0,2000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:50:21.360608,1000.0,2025-09-01 14:50:21.364597,1030.0,3000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:50:21.360608,1000.0,2025-09-01 14:50:21.365595,1040.0,4000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:50:21.360608,1000.0,2025-09-01 14:50:21.366592,1050.0,5000.0,target_profit,hard_target,0
N/A,TCS,2025-09-01 14:50:21.520631,500.0,2025-09-01 14:50:21.523820,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:50:21.524974,500.0,2025-09-01 14:50:21.524974,475.4124192696653,2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:50:23.230535,500.0,2025-09-01 14:50:23.233526,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:50:23.257460,100.0,2025-09-01 14:50:23.258458,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:50:23.324159,100.0,2025-09-01 14:50:23.324159,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:50:23.376989,100.0,2025-09-01 14:50:23.377990,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:50:23.381294,100.0,2025-09-01 14:50:23.382295,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:50:23.396160,100.0,2025-09-01 14:50:23.396160,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:50:23.414386,100.0,2025-09-01 14:50:23.414386,105.0,50.0,trend_flip,trend_flip,0
N/A,RELIANCE,2025-09-01 14:51:53.772572,1000.0,2025-09-01 14:51:53.774633,1000.0,0.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:51:53.772572,1000.0,2025-09-01 14:51:53.775669,1010.0,1000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:51:53.772572,1000.0,2025-09-01 14:51:53.776670,1020.0,2000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:51:53.772572,1000.0,2025-09-01 14:51:53.777951,1030.0,3000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:51:53.772572,1000.0,2025-09-01 14:51:53.779059,1040.0,4000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:51:53.772572,1000.0,2025-09-01 14:51:53.779059,1050.0,5000.0,target_profit,hard_target,0
N/A,TCS,2025-09-01 14:51:53.931856,500.0,2025-09-01 14:51:53.933005,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:51:53.933005,500.0,2025-09-01 14:51:53.933005,475.4124192696653,2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:51:55.660377,500.0,2025-09-01 14:51:55.662429,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:51:55.685438,100.0,2025-09-01 14:51:55.686514,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:51:55.757618,100.0,2025-09-01 14:51:55.758616,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:51:55.813335,100.0,2025-09-01 14:51:55.814335,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:51:55.817842,100.0,2025-09-01 14:51:55.817842,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:51:55.832639,100.0,2025-09-01 14:51:55.832639,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:51:55.851410,100.0,2025-09-01 14:51:55.851410,105.0,50.0,trend_flip,trend_flip,0
N/A,RELIANCE,2025-09-01 14:53:29.216094,1000.0,2025-09-01 14:53:29.217124,1000.0,0.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:53:29.216094,1000.0,2025-09-01 14:53:29.218614,1010.0,1000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:53:29.216094,1000.0,2025-09-01 14:53:29.219648,1020.0,2000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:53:29.216094,1000.0,2025-09-01 14:53:29.220650,1030.0,3000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:53:29.216094,1000.0,2025-09-01 14:53:29.221663,1040.0,4000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:53:29.216094,1000.0,2025-09-01 14:53:29.222753,1050.0,5000.0,target_profit,hard_target,0
N/A,TCS,2025-09-01 14:53:29.373404,500.0,2025-09-01 14:53:29.376565,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:53:29.377617,500.0,2025-09-01 14:53:29.378669,475.4124192696653,2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:53:31.044840,500.0,2025-09-01 14:53:31.045870,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:53:31.061445,100.0,2025-09-01 14:53:31.062775,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:53:31.128104,100.0,2025-09-01 14:53:31.129509,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:53:31.184805,100.0,2025-09-01 14:53:31.184805,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:53:31.188939,100.0,2025-09-01 14:53:31.188939,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:53:31.203473,100.0,2025-09-01 14:53:31.203473,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:53:31.221021,100.0,2025-09-01 14:53:31.222051,105.0,50.0,trend_flip,trend_flip,0
N/A,RELIANCE,2025-09-01 14:55:22.627714,1000.0,2025-09-01 14:55:22.628712,1000.0,0.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:55:22.627714,1000.0,2025-09-01 14:55:22.630706,1010.0,1000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:55:22.627714,1000.0,2025-09-01 14:55:22.631704,1020.0,2000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:55:22.627714,1000.0,2025-09-01 14:55:22.632701,1030.0,3000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:55:22.627714,1000.0,2025-09-01 14:55:22.633698,1040.0,4000.0,target_profit,hard_target,0
N/A,RELIANCE,2025-09-01 14:55:22.627714,1000.0,2025-09-01 14:55:22.634696,1050.0,5000.0,target_profit,hard_target,0
N/A,TCS,2025-09-01 14:55:22.783771,500.0,2025-09-01 14:55:22.784769,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:55:22.785789,500.0,2025-09-01 14:55:22.785789,475.4124192696653,2458.7580730334707,trend_flip,trend_flip,0
N/A,TCS,2025-09-01 14:55:34.416192,500.0,2025-09-01 14:55:34.419257,475.4124192696653,-2458.7580730334707,trend_flip,trend_flip,0
N/A,SYMBOL1,2025-09-01 14:55:34.443832,100.0,2025-09-01 14:55:34.444458,102.0,20.0,ai_tsl,ai_tsl,0
N/A,SYMBOL1,2025-09-01 14:55:34.517443,100.0,2025-09-01 14:55:34.519785,110.0,100.0,eod,eod,0
N/A,SYMBOL1,2025-09-01 14:55:34.579841,100.0,2025-09-01 14:55:34.579841,97.5,-25.0,stop_loss,hard_sl,0
N/A,SYMBOL1,2025-09-01 14:55:34.584490,100.0,2025-09-01 14:55:34.586492,110.50000000000001,105.00000000000014,target_profit,hard_target,0
N/A,SYMBOL1,2025-09-01 14:55:34.601368,100.0,2025-09-01 14:55:34.601368,100.59999999999998,5.999999999999801,min_profit,min_profit,0
N/A,SYMBOL1,2025-09-01 14:55:34.620321,100.0,2025-09-01 14:55:34.621319,105.0,50.0,trend_flip,trend_flip,0
N/A,RELIANCE,2025-09-01 14:56:53.981059,1000.0,2025-09-01 14:56:53.985254,1000.0,0.0,target_profit,hard_target,0
